"Kod","Nazwa","ludność na 1 km2,2024,[osoba]","gęstość zaludnienia powierzchni zabudowanej i zurbanizowanej (osoby/km2),2024,[osoba]","zmiana liczby ludności na 1000 mieszkańców,2024,[osoba]","ludność w tysiącach,2024,[tys. osób]","ludność w tysiącach mężczyźni,2024,[tys. osób]","ludność w tysiącach kobiety,2024,[tys. osób]","wskaźnik urbanizacji,2024,[%]",
2601085,"Wiślica - obszar wiejski (5)",48.4,,-7.7,4.63,2.30,2.32,0.0,
2602000,"Powiat jędrzejowski",63.9,,-8.5,80.37,39.63,40.74,30.0,
2602012,"Imielno (2)",40.7,,-9.4,4.11,2.07,2.05,0.0,
2602023,"Jędrzejów (3)",115.8,,-9.1,26.25,12.63,13.62,52.8,
2602024,"Jędrzejów - miasto (4)",1218.0,,-12.8,13.85,6.50,7.35,100.0,
2602025,"Jędrzejów - obszar wiejski (5)",57.6,,-5.0,12.40,6.13,6.27,0.0,
2602033,"Małogoszcz (3)",75.0,,-8.3,10.95,5.48,5.47,30.1,
2602034,"Małogoszcz - miasto (4)",340.6,,-17.6,3.30,1.59,1.71,100.0,
2602035,"Małogoszcz - obszar wiejski (5)",56.1,,-4.3,7.66,3.90,3.76,0.0,
2602042,"Nagłowice (2)",39.4,,-13.9,4.62,2.30,2.32,0.0,
2602052,"Oksa (2)",48.0,,-2.8,4.35,2.18,2.17,0.0,
2602063,"Sędziszów (3)",80.0,,-6.1,11.65,5.76,5.89,52.1,
2602064,"Sędziszów - miasto (4)",765.8,,-7.0,6.07,2.99,3.08,100.0,
2602065,"Sędziszów - obszar wiejski (5)",40.6,,-5.0,5.58,2.78,2.81,0.0,
2602072,"Słupia (2)",35.5,,-13.6,3.85,1.92,1.94,0.0,
2602082,"Sobków (2)",57.5,,-4.6,8.30,4.12,4.18,0.0,
2602093,"Wodzisław (3)",35.5,,-12.6,6.28,3.17,3.11,14.7,
2602094,"Wodzisław - miasto (4)",116.4,,-39.5,0.92,0.46,0.46,100.0,
2602095,"Wodzisław - obszar wiejski (5)",31.7,,-7.8,5.35,2.70,2.65,0.0,
2603000,"Powiat kazimierski",74.3,,-10.1,31.37,15.42,15.96,20.5,
2603012,"Bejsce (2)",66.5,,-5.2,3.82,1.88,1.94,0.0,
2603022,"Czarnocin (2)",51.0,,-5.9,3.55,1.77,1.78,0.0,
2603033,"Kazimierza Wielka (3)",107.2,,-9.4,15.07,7.32,7.75,32.9,
2603034,"Kazimierza Wielka - miasto (4)",806.4,,-8.8,4.95,2.32,2.63,100.0,
2603035,"Kazimierza Wielka - obszar wiejski (5)",75.2,,-9.7,10.12,5.00,5.12,0.0,
2603043,"Opatowiec (3)",42.2,,-21.6,2.90,1.44,1.46,10.5,
2603044,"Opatowiec - miasto (4)",55.9,,-9.7,0.31,0.14,0.17,100.0,
2603045,"Opatowiec - obszar wiejski (5)",41.0,,-23.0,2.59,1.30,1.29,0.0,
2603053,"Skalbmierz (3)",70.2,,-11.8,6.04,3.01,3.03,19.5,
2603054,"Skalbmierz - miasto (4)",165.1,,-8.4,1.18,0.57,0.61,100.0,
2603055,"Skalbmierz - obszar wiejski (5)",61.6,,-12.6,4.86,2.44,2.42,0.0,
2604000,"Powiat kielecki",94.2,,-0.6,211.65,105.33,106.32,10.7,
2604012,"Bieliny (2)",112.5,,-3.5,9.93,4.95,4.98,0.0,
2604023,"Bodzentyn (3)",68.0,,-9.1,10.87,5.46,5.41,19.1,
2604024,"Bodzentyn - miasto (4)",240.0,,-7.2,2.08,1.06,1.01,100.0,
2604025,"Bodzentyn - obszar wiejski (5)",58.2,,-9.6,8.79,4.40,4.39,0.0,
2604033,"Chęciny (3)",115.7,,-1.7,14.74,7.21,7.52,29.2,
2604034,"Chęciny - miasto (4)",304.5,,-3.0,4.30,2.07,2.23,100.0,
2604035,"Chęciny - obszar wiejski (5)",92.1,,-1.2,10.43,5.14,5.29,0.0,
2604043,"Chmielnik (3)",74.9,,-7.1,10.64,5.35,5.30,31.6,
2604044,"Chmielnik - miasto (4)",431.3,,-20.4,3.36,1.57,1.79,100.0,
2604045,"Chmielnik - obszar wiejski (5)",54.2,,-0.8,7.28,3.78,3.50,0.0,
2604053,"Daleszyce (3)",73.3,,1.2,16.30,8.11,8.19,16.8,
2604054,"Daleszyce - miasto (4)",176.6,,-4.4,2.74,1.36,1.37,100.0,
2604055,"Daleszyce - obszar wiejski (5)",65.6,,2.4,13.56,6.75,6.82,0.0,
2604062,"Górno (2)",183.1,,3.3,15.23,7.55,7.69,0.0,
2604073,"Łagów (3)",57.5,,-8.1,6.51,3.36,3.16,23.3,
2604074,"Łagów - miasto (4)",184.8,,-1.3,1.52,0.79,0.73,100.0,
2604075,"Łagów - obszar wiejski (5)",47.6,,-10.1,4.99,2.56,2.43,0.0,
2604083,"Łopuszno (3)",49.1,,-0.9,8.69,4.38,4.31,16.3,
2604084,"Łopuszno - miasto (4)",270.8,,-18.0,1.42,0.69,0.73,100.0,
2604085,"Łopuszno - obszar wiejski (5)",42.3,,2.5,7.27,3.69,3.58,0.0,
2604092,"Masłów (2)",140.4,,4.1,12.01,6.00,6.01,0.0,
2604102,"Miedziana Góra (2)",177.5,,5.2,12.63,6.26,6.37,0.0,
2604112,"Mniów (2)",94.9,,-0.9,9.04,4.43,4.61,0.0,
2604123,"Morawica (3)",129.2,,12.1,18.14,9.16,8.98,9.6,
2604124,"Morawica - miasto (4)",396.6,,-17.5,1.74,0.85,0.88,100.0,
2604125,"Morawica - obszar wiejski (5)",120.6,,15.3,16.40,8.30,8.10,0.0,
2604133,"Nowa Słupia (3)",101.7,,-7.5,8.73,4.31,4.42,14.8,
2604134,"Nowa Słupia - miasto (4)",92.1,,-0.8,1.29,0.63,0.66,100.0,
2604135,"Nowa Słupia - obszar wiejski (5)",103.6,,-8.7,7.44,3.68,3.76,0.0,
2604143,"Piekoszów (3)",164.0,,2.0,16.88,8.25,8.63,17.6,
2604144,"Piekoszów - miasto (4)",352.0,,10.2,2.98,1.42,1.56,100.0,
2604145,"Piekoszów - obszar wiejski (5)",147.1,,0.2,13.91,6.83,7.08,0.0,
2604153,"Pierzchnica (3)",44.2,,-15.1,4.63,2.33,2.30,26.2,
2604154,"Pierzchnica - miasto (4)",175.3,,-44.1,1.21,0.58,0.64,100.0,
2604155,"Pierzchnica - obszar wiejski (5)",35.0,,-4.4,3.42,1.76,1.66,0.0,
2604162,"Raków (2)",27.4,,-10.3,5.21,2.61,2.61,0.0,
2604172,"Nowiny (2)",178.3,,1.6,8.13,4.05,4.09,0.0,
2604182,"Strawczyn (2)",131.3,,4.3,11.28,5.65,5.63,0.0,
2604192,"Zagnańsk (2)",96.6,,-9.6,12.06,5.92,6.14,0.0,
2605000,"Powiat konecki",63.9,,-12.6,72.81,35.79,37.02,36.0,
2605012,"Fałków (2)",29.4,,-15.0,3.89,1.96,1.93,0.0,
2605023,"Gowarczów (3)",43.1,,0.0,4.35,2.18,2.17,30.0,
2605024,"Gowarczów - miasto (4)",108.4,,0.0,1.30,0.65,0.65,100.0,
2605025,"Gowarczów - obszar wiejski (5)",34.3,,0.0,3.05,1.53,1.51,0.0,
2605033,"Końskie (3)",128.4,,-10.6,32.12,15.50,16.62,53.4,
2605034,"Końskie - miasto (4)",968.6,,-13.8,17.15,8.09,9.06,100.0,
2605035,"Końskie - obszar wiejski (5)",64.4,,-7.0,14.97,7.42,7.56,0.0,
2605043,"Radoszyce (3)",54.8,,-11.8,8.03,4.03,4.00,34.5,
2605044,"Radoszyce - miasto (4)",161.3,,-21.9,2.77,1.37,1.40,100.0,
2605045,"Radoszyce - obszar wiejski (5)",40.6,,-6.4,5.26,2.66,2.60,0.0,
2605052,"Ruda Maleniecka (2)",25.7,,-4.2,2.83,1.42,1.40,0.0,
2605062,"Słupia Konecka (2)",27.7,,-12.2,2.92,1.54,1.39,0.0,
2605072,"Smyków (2)",59.0,,-5.4,3.67,1.82,1.84,0.0,
2605083,"Stąporków (3)",64.8,,-20.2,15.02,7.34,7.68,33.4,
2605084,"Stąporków - miasto (4)",458.3,,-15.1,5.01,2.39,2.62,100.0,
2605085,"Stąporków - obszar wiejski (5)",45.3,,-22.7,10.00,4.94,5.06,0.0,
2606000,"Powiat opatowski",52.6,,-10.7,47.88,23.69,24.19,23.3,
2606012,"Baćkowice (2)",46.8,,-7.1,4.50,2.26,2.23,0.0,
2606023,"Iwaniska (3)",57.6,,-15.0,6.04,3.10,2.94,19.8,
2606024,"Iwaniska - miasto (4)",200.2,,-14.8,1.20,0.59,0.61,100.0,
2606025,"Iwaniska - obszar wiejski (5)",49.0,,-15.1,4.84,2.51,2.33,0.0,
2606032,"Lipnik (2)",58.5,,-5.0,4.76,2.41,2.35,0.0,
2606043,"Opatów (3)",93.2,,-16.4,10.58,5.09,5.49,55.2,
2606044,"Opatów - miasto (4)",623.4,,-17.2,5.84,2.71,3.12,100.0,
2606045,"Opatów - obszar wiejski (5)",45.5,,-15.4,4.74,2.38,2.37,0.0,
2606053,"Ożarów (3)",54.4,,-12.5,9.96,4.89,5.08,41.5,
2606054,"Ożarów - miasto (4)",531.1,,-15.7,4.14,1.98,2.16,100.0,
2606055,"Ożarów - obszar wiejski (5)",33.2,,-10.2,5.83,2.91,2.92,0.0,
2606062,"Sadowie (2)",45.8,,-3.2,3.75,1.83,1.91,0.0,
2606072,"Tarłów (2)",27.9,,-6.5,4.55,2.25,2.30,0.0,
2606082,"Wojciechowice (2)",43.2,,-6.9,3.73,1.85,1.88,0.0,
2607000,"Powiat ostrowiecki",160.1,,-12.9,98.77,47.07,51.70,67.5,
2607011,"Ostrowiec Świętokrzyski (1)",1317.9,,-14.6,61.19,28.66,32.53,100.0,
2607022,"Bałtów (2)",29.3,,-15.4,3.07,1.52,1.56,0.0,
2607032,"Bodzechów (2)",102.6,,-10.0,12.54,6.14,6.40,0.0,
2607043,"Ćmielów (3)",56.4,,-10.3,6.65,3.21,3.45,41.5,
2607044,"Ćmielów - miasto (4)",207.0,,-9.3,2.76,1.33,1.43,100.0,
2607045,"Ćmielów - obszar wiejski (5)",37.2,,-10.9,3.89,1.88,2.01,0.0,
2607053,"Kunów (3)",79.8,,-8.6,9.06,4.43,4.63,29.6,
2607054,"Kunów - miasto (4)",370.0,,-4.8,2.69,1.32,1.37,100.0,
2607055,"Kunów - obszar wiejski (5)",60.0,,-10.2,6.38,3.11,3.27,0.0,
2607062,"Waśniów (2)",56.0,,-10.3,6.25,3.11,3.14,0.0,
2608000,"Powiat pińczowski",59.2,,-12.4,36.28,17.86,18.42,28.6,
2608013,"Działoszyce (3)",42.6,,-14.6,4.51,2.22,2.29,18.2,
2608014,"Działoszyce - miasto (4)",427.1,,-31.9,0.82,0.39,0.43,100.0,
2608015,"Działoszyce - obszar wiejski (5)",35.5,,-10.7,3.69,1.83,1.87,0.0,
2608022,"Kije (2)",42.8,,1.6,4.29,2.14,2.15,0.0,
2608032,"Michałów (2)",38.6,,-18.6,4.33,2.18,2.15,0.0,
2608043,"Pińczów (3)",89.1,,-13.9,18.97,9.26,9.71,50.3,
2608044,"Pińczów - miasto (4)",665.9,,-18.4,9.54,4.56,4.99,100.0,
2608045,"Pińczów - obszar wiejski (5)",47.5,,-9.4,9.43,4.70,4.73,0.0,
2608052,"Złota (2)",51.0,,-10.9,4.18,2.07,2.11,0.0,
2609000,"Powiat sandomierski",105.0,,-11.5,71.00,34.42,36.58,37.5,
2609011,"Sandomierz (1)",731.4,,-13.6,20.98,9.65,11.34,100.0,
2609022,"Dwikozy (2)",95.3,,-10.9,8.07,3.99,4.08,0.0,
2609033,"Klimontów (3)",73.8,,-13.9,7.36,3.67,3.69,23.4,
2609034,"Klimontów - miasto (4)",369.6,,-18.2,1.73,0.82,0.91,100.0,
2609035,"Klimontów - obszar wiejski (5)",59.2,,-12.6,5.64,2.86,2.78,0.0,
2609043,"Koprzywnica (3)",88.9,,-9.0,6.16,3.04,3.12,38.1,
2609044,"Koprzywnica - miasto (4)",131.3,,-7.6,2.35,1.15,1.20,100.0,
2609045,"Koprzywnica - obszar wiejski (5)",74.1,,-9.9,3.81,1.89,1.92,0.0,
2609052,"Łoniów (2)",81.4,,-10.2,7.07,3.50,3.56,0.0,
2609062,"Obrazów (2)",84.0,,-11.8,6.01,2.97,3.04,0.0,
2609072,"Samborzec (2)",93.7,,-7.6,7.99,3.93,4.06,0.0,
2609082,"Wilczyce (2)",48.8,,-10.5,3.39,1.71,1.68,0.0,
2609093,"Zawichost (3)",49.4,,-11.2,3.96,1.95,2.01,39.9,
2609094,"Zawichost - miasto (4)",77.9,,-8.8,1.58,0.78,0.80,100.0,
2609095,"Zawichost - obszar wiejski (5)",39.7,,-12.9,2.38,1.17,1.21,0.0,
2610000,"Powiat skarżyski",169.8,,-14.0,67.15,32.15,35.00,71.5,
2610011,"Skarżysko-Kamienna (1)",631.3,,-13.9,40.65,19.12,21.53,100.0,
2610022,"Bliżyn (2)",52.2,,-9.5,7.37,3.64,3.74,0.0,
2610032,"Łączna (2)",76.3,,-19.6,4.71,2.35,2.36,0.0,
2610042,"Skarżysko Kościelne (2)",101.6,,-16.4,5.41,2.67,2.74,0.0,
2610053,"Suchedniów (3)",120.3,,-13.4,9.01,4.38,4.63,81.5,
2610054,"Suchedniów - miasto (4)",123.6,,-14.2,7.35,3.58,3.77,100.0,
2610055,"Suchedniów - obszar wiejski (5)",107.3,,-9.5,1.67,0.80,0.87,0.0,
2611000,"Powiat starachowicki",158.0,,-11.4,82.68,40.06,42.62,55.9,
2611011,"Starachowice (1)",1375.6,,-14.5,43.77,20.72,23.05,100.0,
2611022,"Brody (2)",62.1,,-10.5,10.01,4.96,5.06,0.0,
2611032,"Mirzec (2)",71.2,,-0.6,7.91,3.93,3.98,0.0,
2611042,"Pawłów (2)",107.5,,-5.8,14.77,7.44,7.33,0.0,
2611053,"Wąchock (3)",76.0,,-17.9,6.22,3.02,3.20,38.8,
2611054,"Wąchock - miasto (4)",150.6,,-21.5,2.41,1.19,1.23,100.0,
2611055,"Wąchock - obszar wiejski (5)",57.8,,-15.5,3.81,1.83,1.98,0.0,
2612000,"Powiat staszowski",73.3,,-9.2,67.82,33.60,34.22,38.9,
2612013,"Bogoria (3)",59.9,,0.0,7.36,3.70,3.67,14.8,
2612014,"Bogoria - miasto (4)",196.9,,0.0,1.09,0.52,0.57,100.0,
2612015,"Bogoria - obszar wiejski (5)",53.5,,0.0,6.27,3.18,3.09,0.0,
2612022,"Łubnice (2)",46.3,,-8.7,3.89,1.92,1.97,0.0,
2612033,"Oleśnica (3)",69.8,,-5.3,3.73,1.85,1.88,45.7,
2612034,"Oleśnica - miasto (4)",169.6,,-2.3,1.71,0.83,0.88,100.0,
2612035,"Oleśnica - obszar wiejski (5)",46.7,,-7.8,2.03,1.03,1.00,0.0,
2612043,"Osiek (3)",56.5,,-6.5,7.30,3.68,3.62,26.8,
2612044,"Osiek - miasto (4)",112.2,,-7.6,1.96,0.96,0.99,100.0,
2612045,"Osiek - obszar wiejski (5)",47.8,,-6.1,5.35,2.72,2.63,0.0,
2612053,"Połaniec (3)",145.1,,-12.3,10.88,5.36,5.52,67.5,
2612054,"Połaniec - miasto (4)",421.8,,-14.8,7.34,3.56,3.78,100.0,
2612055,"Połaniec - obszar wiejski (5)",61.4,,-7.0,3.54,1.80,1.74,0.0,
2612062,"Rytwiany (2)",49.4,,-1.9,6.22,3.11,3.11,0.0,
2612073,"Staszów (3)",106.4,,-13.1,24.11,11.79,12.32,55.4,
2612074,"Staszów - miasto (4)",497.1,,-17.2,13.36,6.36,7.00,100.0,
2612075,"Staszów - obszar wiejski (5)",53.8,,-7.9,10.74,5.43,5.32,0.0,
2612083,"Szydłów (3)",40.0,,-4.2,4.32,2.18,2.14,22.0,
2612084,"Szydłów - miasto (4)",58.6,,-16.6,0.95,0.49,0.46,100.0,
2612085,"Szydłów - obszar wiejski (5)",36.8,,-0.6,3.37,1.69,1.68,0.0,
2613000,"Powiat włoszczowski",46.9,,-9.4,42.53,21.14,21.39,22.1,
2613012,"Kluczewsko (2)",35.6,,-6.7,4.87,2.49,2.38,0.0,
2613022,"Krasocin (2)",51.9,,-8.5,10.01,5.04,4.97,0.0,
2613032,"Moskorzew (2)",34.4,,-11.5,2.50,1.25,1.26,0.0,
2613042,"Radków (2)",25.6,,-15.7,2.26,1.13,1.13,0.0,
2613052,"Secemin (2)",27.9,,-7.3,4.50,2.26,2.24,0.0,
2613063,"Włoszczowa (3)",72.2,,-10.0,18.39,8.97,9.43,51.2,
2613064,"Włoszczowa - miasto (4)",310.7,,-11.1,9.41,4.41,5.01,100.0,
2613065,"Włoszczowa - obszar wiejski (5)",40.0,,-8.7,8.98,4.56,4.42,0.0,
2661000,"Powiat m. Kielce",1646.5,,-9.6,180.54,83.91,96.62,100.0,
2661011,"Kielce (1)",1646.5,,-9.6,180.54,83.91,96.62,100.0,
2800000,"WARMIŃSKO-MAZURSKIE",55.8,1368,-6.4,1349.17,658.06,691.12,58.7,
2801000,"Powiat bartoszycki",39.8,,-12.8,52.00,25.31,26.69,55.0,
2801011,"Bartoszyce (1)",1785.8,,-12.2,21.06,9.85,11.21,100.0,
2801021,"Górowo Iławeckie (1)",1077.7,,-13.5,3.58,1.69,1.88,100.0,
2801032,"Bartoszyce (2)",23.7,,-9.6,10.13,5.12,5.00,0.0,
2801043,"Bisztynek (3)",27.5,,-14.5,5.58,2.72,2.86,37.9,
2801044,"Bisztynek - miasto (4)",978.7,,-19.5,2.11,0.97,1.15,100.0,
2801045,"Bisztynek - obszar wiejski (5)",17.3,,-11.4,3.46,1.76,1.71,0.0,
2801052,"Górowo Iławeckie (2)",14.6,,-15.3,6.06,3.13,2.93,0.0,
2801063,"Sępopol (3)",22.8,,-16.0,5.61,2.80,2.81,33.2,
2801064,"Sępopol - miasto (4)",401.7,,-15.9,1.86,0.90,0.96,100.0,
2801065,"Sępopol - obszar wiejski (5)",15.5,,-16.0,3.75,1.90,1.85,0.0,
2802000,"Powiat braniewski",30.6,,-12.6,36.81,18.33,18.48,54.8,
2802011,"Braniewo (1)",1275.3,,-11.7,15.83,7.63,8.19,100.0,
2802022,"Braniewo (2)",17.5,,-5.0,5.36,2.78,2.58,0.0,
2802033,"Frombork (3)",23.9,,-21.5,3.01,1.48,1.52,65.8,
2802034,"Frombork - miasto (4)",260.3,,-26.1,1.98,0.94,1.03,100.0,
2802035,"Frombork - obszar wiejski (5)",8.7,,-12.5,1.03,0.54,0.49,0.0,
2802042,"Lelkowo (2)",11.8,,-9.7,2.35,1.19,1.16,0.0,
2802053,"Pieniężno (3)",22.5,,-18.4,5.43,2.77,2.66,43.6,
2802054,"Pieniężno - miasto (4)",619.9,,-21.5,2.37,1.10,1.27,100.0,
2802055,"Pieniężno - obszar wiejski (5)",12.9,,-16.1,3.06,1.67,1.39,0.0,
2802062,"Płoskinia (2)",13.5,,-10.6,2.32,1.21,1.11,0.0,
2802072,"Wilczęta (2)",17.0,,-14.9,2.52,1.26,1.26,0.0,
2803000,"Powiat działdowski",64.0,,-6.7,61.00,30.03,30.97,44.4,
2803011,"Działdowo (1)",1739.2,,-8.8,19.95,9.59,10.36,100.0,
2803022,"Działdowo (2)",35.3,,-0.7,9.60,4.92,4.69,0.0,
2803032,"Iłowo-Osada (2)",64.1,,-7.3,6.65,3.24,3.41,0.0,
2803043,"Lidzbark (3)",51.3,,-7.8,13.07,6.38,6.69,54.5,
2803044,"Lidzbark - miasto (4)",1253.9,,-8.4,7.12,3.36,3.76,100.0,
2803045,"Lidzbark - obszar wiejski (5)",23.9,,-7.2,5.94,3.01,2.93,0.0,
2803052,"Płośnica (2)",30.9,,-5.9,5.05,2.54,2.51,0.0,
2803062,"Rybno (2)",45.0,,-7.1,6.68,3.37,3.31,0.0,
2804000,"Powiat elbląski",38.0,,-7.0,53.77,27.00,26.77,29.1,
2804012,"Elbląg (2)",39.8,,1.3,7.65,3.89,3.76,0.0,
2804022,"Godkowo (2)",16.2,,-7.3,2.70,1.36,1.34,0.0,
2804032,"Gronowo Elbląskie (2)",53.1,,-7.8,4.73,2.39,2.34,0.0,
2804042,"Markusy (2)",35.1,,-5.7,3.84,2.00,1.84,0.0,
2804052,"Milejewo (2)",34.0,,-0.6,3.25,1.69,1.56,0.0,
2804063,"Młynary (3)",26.1,,-19.9,4.09,2.04,2.05,40.0,
2804064,"Młynary - miasto (4)",593.1,,-26.2,1.64,0.80,0.84,100.0,
2804065,"Młynary - obszar wiejski (5)",15.9,,-15.6,2.46,1.24,1.22,0.0,
2804073,"Pasłęk (3)",68.6,,-8.0,18.12,8.90,9.22,64.2,
2804074,"Pasłęk - miasto (4)",1019.3,,-8.4,11.63,5.56,6.07,100.0,
2804075,"Pasłęk - obszar wiejski (5)",25.7,,-7.3,6.49,3.34,3.15,0.0,
2804082,"Rychliki (2)",26.2,,-11.5,3.45,1.74,1.70,0.0,
2804093,"Tolkmicko (3)",28.7,,-6.2,5.94,2.98,2.95,40.1,
2804094,"Tolkmicko - miasto (4)",1052.7,,-6.7,2.38,1.14,1.24,100.0,
2804095,"Tolkmicko - obszar wiejski (5)",17.4,,-5.9,3.56,1.84,1.72,0.0,
2805000,"Powiat ełcki",79.1,,-4.0,87.99,42.98,45.01,67.3,
2805011,"Ełk (1)",2814.7,,-8.5,59.25,28.20,31.05,100.0,
2805022,"Ełk (2)",33.5,,19.5,12.71,6.47,6.24,0.0,
2805032,"Kalinowo (2)",21.5,,-4.4,6.11,3.24,2.87,0.0,
2805042,"Prostki (2)",28.7,,-7.6,6.63,3.39,3.25,0.0,
2805052,"Stare Juchy (2)",16.7,,-2.1,3.30,1.69,1.61,0.0,
2806000,"Powiat giżycki",47.5,,-10.6,53.17,25.98,27.19,55.4,
2806011,"Giżycko (1)",1955.7,,-17.5,26.83,12.71,14.12,100.0,
2806042,"Giżycko (2)",30.4,,15.0,9.02,4.57,4.45,0.0,
2806052,"Kruklanki (2)",14.3,,-14.0,2.89,1.47,1.42,0.0,
2806062,"Miłki (2)",20.0,,-11.1,3.39,1.70,1.70,0.0,
2806083,"Ryn (3)",25.8,,-15.5,5.28,2.66,2.63,50.0,
2806084,"Ryn - miasto (4)",640.0,,-13.1,2.64,1.29,1.35,100.0,
2806085,"Ryn - obszar wiejski (5)",13.2,,-17.9,2.64,1.37,1.27,0.0,
2806102,"Wydminy (2)",24.7,,-11.0,5.75,2.88,2.87,0.0,
2807000,"Powiat iławski",64.6,,-3.7,89.54,44.14,45.40,57.9,
2807011,"Iława (1)",1463.1,,-5.4,32.01,15.25,16.76,100.0,
2807021,"Lubawa (1)",633.6,,3.5,10.67,5.19,5.48,100.0,
2807032,"Iława (2)",31.3,,4.8,13.28,6.79,6.49,0.0,
2807043,"Kisielice (3)",31.6,,-11.6,5.47,2.79,2.68,36.3,
2807044,"Kisielice - miasto (4)",588.4,,-11.0,1.98,0.97,1.01,100.0,
2807045,"Kisielice - obszar wiejski (5)",20.5,,-11.9,3.49,1.81,1.68,0.0,
2807052,"Lubawa (2)",43.8,,-2.9,10.36,5.29,5.07,0.0,
2807063,"Susz (3)",45.1,,-8.6,11.68,5.79,5.89,44.7,
2807064,"Susz - miasto (4)",782.9,,-4.4,5.22,2.52,2.70,100.0,
2807065,"Susz - obszar wiejski (5)",25.6,,-11.9,6.46,3.27,3.19,0.0,
2807073,"Zalewo (3)",23.9,,-10.0,6.07,3.04,3.02,32.7,
2807074,"Zalewo - miasto (4)",241.6,,-19.7,1.99,0.97,1.02,100.0,
2807075,"Zalewo - obszar wiejski (5)",16.6,,-5.1,4.08,2.08,2.00,0.0,
2808000,"Powiat kętrzyński",46.4,,-13.7,56.26,27.37,28.89,58.0,
2808011,"Kętrzyn (1)",2395.7,,-12.7,24.80,11.74,13.05,100.0,
2808022,"Barciany (2)",18.7,,-17.1,5.51,2.78,2.73,0.0,
2808032,"Kętrzyn (2)",26.4,,-9.3,7.55,3.76,3.79,0.0,
2808043,"Korsze (3)",34.2,,-17.9,8.54,4.23,4.31,45.3,
2808044,"Korsze - miasto (4)",960.5,,-16.0,3.87,1.87,2.00,100.0,
2808045,"Korsze - obszar wiejski (5)",19.0,,-19.5,4.67,2.37,2.31,0.0,
2808053,"Reszel (3)",36.4,,-16.7,6.53,3.19,3.34,60.7,
2808054,"Reszel - miasto (4)",1037.2,,-20.5,3.96,1.86,2.10,100.0,
2808055,"Reszel - obszar wiejski (5)",14.6,,-10.8,2.56,1.32,1.24,0.0,
2808062,"Srokowo (2)",17.2,,-9.2,3.34,1.67,1.67,0.0,
2809000,"Powiat lidzbarski",40.8,,-9.7,37.76,18.43,19.33,58.6,
2809011,"Lidzbark Warmiński (1)",994.1,,-13.4,14.27,6.71,7.56,100.0,
2809022,"Kiwity (2)",20.7,,-16.4,3.01,1.51,1.50,0.0,
2809032,"Lidzbark Warmiński (2)",17.3,,5.5,6.44,3.28,3.16,0.0,
2809042,"Lubomino (2)",22.0,,-4.6,3.28,1.68,1.60,0.0,
2809053,"Orneta (3)",44.1,,-13.5,10.77,5.25,5.52,73.1,
2809054,"Orneta - miasto (4)",816.9,,-17.5,7.87,3.74,4.13,100.0,
2809055,"Orneta - obszar wiejski (5)",12.4,,-2.4,2.90,1.51,1.39,0.0,
2810000,"Powiat mrągowski",44.2,,-8.4,47.07,22.92,24.15,50.1,
2810011,"Mrągowo (1)",1371.9,,-11.2,20.30,9.64,10.67,100.0,
2810023,"Mikołajki (3)",28.4,,-12.3,7.26,3.55,3.71,45.4,
2810024,"Mikołajki - miasto (4)",353.9,,-18.7,3.30,1.56,1.74,100.0,
2810025,"Mikołajki - obszar wiejski (5)",16.1,,-6.8,3.96,1.99,1.97,0.0,
2810032,"Mrągowo (2)",27.3,,1.0,8.06,4.03,4.03,0.0,
2810042,"Piecki (2)",22.5,,-10.5,7.08,3.50,3.59,0.0,
2810052,"Sorkwity (2)",23.7,,-2.7,4.37,2.21,2.16,0.0,
2811000,"Powiat nidzicki",31.4,,-8.3,30.21,14.98,15.22,41.2,
2811012,"Janowiec Kościelny (2)",21.3,,-8.2,2.89,1.47,1.42,0.0,
2811022,"Janowo (2)",12.9,,-12.8,2.48,1.23,1.25,0.0,
2811032,"Kozłowo (2)",20.7,,-8.5,5.25,2.70,2.55,0.0,
2811043,"Nidzica (3)",51.7,,-7.7,19.58,9.58,10.00,63.6,
2811044,"Nidzica - miasto (4)",1814.7,,-14.3,12.45,5.95,6.50,100.0,
2811045,"Nidzica - obszar wiejski (5)",19.2,,3.9,7.14,3.63,3.51,0.0,
2812000,"Powiat nowomiejski",60.1,,-5.7,41.73,20.76,20.97,24.0,
2812011,"Nowe Miasto Lubawskie (1)",880.6,,-8.4,10.00,4.71,5.29,100.0,
2812022,"Biskupiec (2)",35.4,,-6.9,8.53,4.34,4.19,0.0,
2812032,"Grodziczno (2)",37.5,,-14.3,5.79,2.94,2.84,0.0,
2812042,"Kurzętnik (2)",60.2,,-3.3,8.97,4.46,4.50,0.0,
2812052,"Nowe Miasto Lubawskie (2)",61.0,,2.4,8.44,4.31,4.14,0.0,
2813000,"Powiat olecki",36.3,,-8.7,31.72,15.76,15.96,49.1,
2813032,"Kowale Oleckie (2)",17.8,,-19.5,4.47,2.29,2.18,0.0,
2813043,"Olecko (3)",78.1,,-5.8,20.83,10.12,10.72,74.8,
2813044,"Olecko - miasto (4)",1350.1,,-9.0,15.58,7.41,8.17,100.0,
2813045,"Olecko - obszar wiejski (5)",20.6,,3.6,5.25,2.71,2.55,0.0,
2813052,"Świętajno (2)",15.2,,-13.6,3.28,1.72,1.56,0.0,
2813062,"Wieliczki (2)",22.3,,-7.3,3.14,1.63,1.51,0.0,
2814000,"Powiat olsztyński",46.0,,5.0,130.56,64.33,66.23,27.9,
